db_id,column_names,column_names_original,table_names,table_names_original,db_id_id,column_names_id,column_names_original_id,table_names_id,table_names_original_id
,characteristic data type,characteristic_data_type,,,,tipe_data_karakteristik,karakteristik_tipe_data,,
,characteristic name,characteristic_name,,,,nama_karakteristik,ciri_nama,,
,other characteristic details,other_characteristic_details,,,,detail_karakteristik_lainnya,detail_karakteristik_lainnya,,
,product id,product_id,,,,id_produk,id_produk,,
,color code,color_code,,,,kode_warna,kode_warna,,
,product category code,product_category_code,,,,kode_kategori_produk,kode_kategori_produk,,
,product name,product_name,,,,nama_produk,nama_produk,,
,typical buying price,typical_buying_price,,,,harga_beli_yang_khas,harga_pembelian_khas,,
,typical selling price,typical_selling_price,,,,harga_jual_yang_khas,harga_jual_khas,,
,product description,product_description,,,,deskripsi_produk,deskripsi_produk,,
,other product details,other_product_details,,,,detail_produk_lainnya,detail_produk_lainnya,,
,product id,product_id,,,,id_produk,id_produk,,
,characteristic id,characteristic_id,,,,id_karakteristik,id_karakteristik,,
,product characteristic value,product_characteristic_value,,,,nilai_karakteristik_produk,nilai_karakteristik_produk,,
coffee_shop,*,*,shop,shop,kedai_kopi,*,*,toko,toko
,shop id,Shop_ID,member,member,,nomor_toko,id_toko,anggota,anggota
,address,Address,happy hour,happy_hour,,alamat,alamat,saat senang,selamat_jam
,num of staff,Num_of_staff,happy hour member,happy_hour_member,,jumlah_staf,jumlah_staf,anggota jam bahagia,selamat_jam_anggota
,score,Score,,,,skor,skor,,
,open year,Open_Year,,,,tahun_terbuka,buka_tahun,,
,member id,Member_ID,,,,id_anggota,id_anggota,,
,name,Name,,,,nama,nama,,
,membership card,Membership_card,,,,kartu_anggota,kartu_keanggotaan,,
,age,Age,,,,usia,usia,,
,time of purchase,Time_of_purchase,,,,waktu_pembelian,waktu_pembelian,,
,level of membership,Level_of_membership,,,,tingkat_keanggotaan,tingkat_keanggotaan,,
,address,Address,,,,alamat,alamat,,
,hh id,HH_ID,,,,id_hh,id_hh,,
,shop id,Shop_ID,,,,nomor_toko,id_toko,,
,month,Month,,,,bulan,bulan,,
,num of shaff in charge,Num_of_shaff_in_charge,,,,jumlah_staf_yang_bertanggung_jawab,jumlah_biaya_shaff_yang_masuk,,
,hh id,HH_ID,,,,id_hh,id_hh,,
,member id,Member_ID,,,,id_anggota,id_anggota,,
,total amount,Total_amount,,,,jumlah_total,total_jumlah,,
riding_club,*,*,player,player,klub_kuda,*,*,pemain,pemain
,player id,Player_ID,club,club,,id_pemain,id_pemain,klub,klub
,sponsor name,Sponsor_name,coach,coach,,nama_sponsor,nama_sponsor,pelatih,pelatih
,player name,Player_name,player coach,player_coach,,nama_pemain,nama_pemain,pelatih pemain,pemain_pelatih
,gender,Gender,match result,match_result,,jenis_kelamin,jenis_kelamin,hasil pertandingan,hasil_pertandingan
,residence,Residence,,,,tempat_tinggal,tempat_tinggal,,
,occupation,Occupation,,,,pekerjaan,pekerjaan,,
,votes,Votes,,,,suara,suara,,
,rank,Rank,,,,pangkat,pangkat,,
,club id,Club_ID,,,,id_klub,id_klub,,
,club name,Club_name,,,,nama_klub,nama_klub,,
,region,Region,,,,wilayah,wilayah,,
,start year,Start_year,,,,mulai_tahun,mulai_tahun,,
,coach id,Coach_ID,,,,id_pelatih,id_pelatih,,
,player name,Coach_name,,,,nama_pemain,nama_pelatih,,
,gender,Gender,,,,jenis_kelamin,jenis_kelamin,,
,club id,Club_ID,,,,id_klub,id_klub,,
,rank,Rank,,,,pangkat,pangkat,,
,player id,Player_ID,,,,id_pemain,id_pemain,,
,coach id,Coach_ID,,,,id_pelatih,id_pelatih,,
,starting year,Starting_year,,,,tahun_mulai,mulai_tahun,,
,rank,Rank,,,,pangkat,pangkat,,
,club id,Club_ID,,,,id_klub,id_klub,,
,gold,Gold,,,,emas,emas,,
,big silver,Big_Silver,,,,perak_besar,besar_perak,,
,small silver,Small_Silver,,,,perak_kecil,kecil_perak,,
,bronze,Bronze,,,,perunggu,perunggu,,
,points,Points,,,,poin,poin,,
customers_card_transactions,*,*,accounts,Accounts,transaksi_kartu_pelanggan,*,*,akun,Akun
,account id,account_id,customers,Customers,,id_akun,id_akun,pelanggan,Pelanggan
,customer id,customer_id,customers cards,Customers_Cards,,nomor_pelanggan,id_pelanggan,kartu pelanggan,Pelanggan_Kartu
,account name,account_name,financial transactions,Financial_Transactions,,nama_akun,nama_akun,transaksi keuangan,Transaksi_Keuangan
,other account details,other_account_details,,,,rincian_akun_lainnya,detail_akun_lainnya,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,customer first name,customer_first_name,,,,nama_depan_pelanggan,nama_pelanggan_depan,,
,customer last name,customer_last_name,,,,nama_belakang_pelanggan,nama_belakang_pelanggan,,
,customer address,customer_address,,,,alamat_pelanggan,alamat_pelanggan,,
,customer phone,customer_phone,,,,telepon_pelanggan,pelanggan_telepon,,
,customer email,customer_email,,,,email_pelanggan,pelanggan_email,,
,other customer details,other_customer_details,,,,rincian_pelanggan_lainnya,detail_pelanggan_lainnya,,
,card id,card_id,,,,id_kartu,id_card,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,card type code,card_type_code,,,,kode_jenis_kartu,kode_tipe_kartu,,
,card number,card_number,,,,nomor_kartu,nomor_kartu,,
,date valid from,date_valid_from,,,,tanggal_berlaku_mulai,id_tanggal_val_dari,,
,date valid to,date_valid_to,,,,tanggal_berlaku_sampai,id_tanggal_val_sampai,,
,other card details,other_card_details,,,,detail_kartu_lainnya,detail_kartu_lainnya,,
,transaction id,transaction_id,,,,id_transaksi,id_transaksi,,
,previous transaction id,previous_transaction_id,,,,id_transaksi_sebelumnya,id_transaksi_sebelumnya,,
,account id,account_id,,,,id_akun,id_akun,,
,card id,card_id,,,,id_kartu,id_card,,
,transaction type,transaction_type,,,,jenis_transaksi,tipe_transaksi,,
,transaction date,transaction_date,,,,tanggal_transaksi,tanggal_transaksi,,
,transaction amount,transaction_amount,,,,jumlah_transaksi,jumlah_transaksi,,
,transaction comment,transaction_comment,,,,komentar_transaksi,transaksi_komentar,,
,other transaction details,other_transaction_details,,,,rincian_transaksi_lainnya,detail_transaksi_lainnya,,
county_public_safety,*,*,county public safety,county_public_safety,county_public_safety,*,*,keselamatan publik daerah,county_public_safety
,county id,County_ID,city,city,,tanda_pengenal_daerah,id_kabupaten,kota,kota
,name,Name,,,,nama,nama,,
,population,Population,,,,populasi,populasi,,
,police officers,Police_officers,,,,petugas_polisi,polisi_petugas,,
,residents per officer,Residents_per_officer,,,,penduduk_per_petugas,warga_per_petugas,,
,case burden,Case_burden,,,,beban_kasus,kasus_beban,,
,crime rate,Crime_rate,,,,tingkat_kejahatan,tingkat_kejahatan,,
,police force,Police_force,,,,kepolisian,polisi_angkatan,,
,location,Location,,,,lokasi,lokasi,,
,city id,City_ID,,,,id_kota,id_kota,,
,county id,County_ID,,,,tanda_pengenal_daerah,id_kabupaten,,
,name,Name,,,,nama,nama,,
,white,White,,,,putih,putih,,
,black,Black,,,,hitam,hitam,,
,amerindian,Amerindian,,,,orang_amerika,orang_amerika,,
,asian,Asian,,,,asia,asia,,
,multiracial,Multiracial,,,,multiras,multiras,,
,hispanic,Hispanic,,,,hispanik,hispanik,,
performance_attendance,*,*,member,member,kinerja_kehadiran,*,*,anggota,anggota
,member id,Member_ID,performance,performance,,id_anggota,id_anggota,pertunjukan,pertunjukan
,name,Name,member attendance,member_attendance,,nama,nama,kehadiran anggota,anggota_kehadiran
,nationality,Nationality,,,,kebangsaan,kebangsaan,,
,role,Role,,,,peran,peran,,
,performance id,Performance_ID,,,,id_kinerja,id_performa,,
,date,Date,,,,tanggal,tanggal,,
,host,Host,,,,tuan_rumah,tuan_rumah,,
,location,Location,,,,lokasi,lokasi,,
,attendance,Attendance,,,,kehadiran,kehadiran,,
,member id,Member_ID,,,,id_anggota,id_anggota,,
,performance id,Performance_ID,,,,id_kinerja,id_performa,,
,num of pieces,Num_of_Pieces,,,,jumlah_potongan,jumlah_potongan,,
club_1,*,*,student,Student,klub_1,*,*,murid,Murid
,student id,StuID,club,Club,,tanda_pengenal_siswa,pelajar,klub,Klub
,last name,LName,member of club,Member_of_club,,nama_belakang,lnama,anggota klub,Anggota_of_klub
,first name,Fname,,,,nama_depan,nama_panggilan,,
,age,Age,,,,usia,usia,,
,sex,Sex,,,,seks,seks,,
,major,Major,,,,besar,besar,,
,advisor,Advisor,,,,penasihat,penasihat,,
,city code,city_code,,,,kode_kota,kode_kota,,
,club id,ClubID,,,,id_klub,id_klub,,
,club name,ClubName,,,,nama_klub,nama_klub,,
,club description,ClubDesc,,,,deskripsi_klub,klubdesc,,
,club location,ClubLocation,,,,lokasi_klub,lokasi_klub,,
,student id,StuID,,,,tanda_pengenal_siswa,pelajar,,
,club id,ClubID,,,,id_klub,id_klub,,
,position,Position,,,,posisi,posisi,,
singer,*,*,singer,singer,penyanyi,*,*,penyanyi,penyanyi
,singer id,Singer_ID,song,song,,id_penyanyi,id_penyanyi,lagu,lagu
,name,Name,,,,nama,nama,,
,birth year,Birth_Year,,,,tahun_lahir,lahir_tahun,,
,net worth millions,Net_Worth_Millions,,,,kekayaan_bersih_jutaan,net_worth_jutaan,,
,citizenship,Citizenship,,,,kewarganegaraan,kewarganegaraan,,
,song id,Song_ID,,,,id_lagu,id_lagu,,
,title,Title,,,,judul,judul,,
,singer id,Singer_ID,,,,id_penyanyi,id_penyanyi,,
,sales,Sales,,,,penjualan,penjualan,,
,highest position,Highest_Position,,,,posisi_tertinggi,posisi_tertinggi,,
culture_company,*,*,book club,book_club,budaya_perusahaan,*,*,klub buku,klub_buku
,book club id,book_club_id,movie,movie,,id_klub_buku,id_buku_klub,film,film
,year,Year,culture company,culture_company,,tahun,tahun,perusahaan budaya,budaya_perusahaan
,author or editor,Author_or_Editor,,,,penulis_atau_editor,penulis_atau_editor,,
,book title,Book_Title,,,,judul_buku,judul_buku,,
,publisher,Publisher,,,,penerbit,penerbit,,
,category,Category,,,,kategori,kategori,,
,result,Result,,,,hasil,hasil,,
,movie id,movie_id,,,,id_film,id_film,,
,title,Title,,,,judul,judul,,
,year,Year,,,,tahun,tahun,,
,director,Director,,,,direktur,direktur,,
,budget million,Budget_million,,,,anggaran_juta,anggaran_juta,,
,gross worldwide,Gross_worldwide,,,,kotor_di_seluruh_dunia,kotor_seluruh_dunia,,
,company name,Company_name,,,,nama_perusahaan,nama_perusahaan,,
,type,Type,,,,jenis,jenis,,
,incorporated in,Incorporated_in,,,,tergabung_dalam,dimasukkan_di,,
,group equity shareholding,Group_Equity_Shareholding,,,,kepemilikan_saham_ekuitas_grup,grup_ekuitas_kepemilikan_saham,,
,book club id,book_club_id,,,,id_klub_buku,id_buku_klub,,
,movie id,movie_id,,,,id_film,id_film,,
cre_Doc_Template_Mgt,*,*,reference template types,Ref_Template_Types,cre_Doc_Template_Mgt,*,*,jenis templat referensi,Ref_Template_Types
,template type code,Template_Type_Code,templates,Templates,,kode_jenis_templat,templat_jenis_kode,templat,Templat
,template type description,Template_Type_Description,documents,Documents,,deskripsi_jenis_templat,templat_jenis_deskripsi,dokumen,Dokumen
,template id,Template_ID,paragraphs,Paragraphs,,id_templat,id_templat,paragraf,Paragraf
,version number,Version_Number,,,,nomor_versi,versi_nomor,,
,template type code,Template_Type_Code,,,,kode_jenis_templat,templat_jenis_kode,,
,date effective from,Date_Effective_From,,,,tanggal_efektif_mulai,tanggal_efektif_dari,,
,date effective to,Date_Effective_To,,,,tanggal_efektif_sampai,tanggal_efektif_ke,,
,template details,Template_Details,,,,detail_templat,templat_detail,,
,document id,Document_ID,,,,id_dokumen,id_dokumen,,
,template id,Template_ID,,,,id_templat,id_templat,,
,document name,Document_Name,,,,nama_dokumen,nama_dokumen,,
,document description,Document_Description,,,,deskripsi_dokumen,dokumen_deskripsi,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,paragraph id,Paragraph_ID,,,,nomor_paragraf,id_paragraf,,
,document id,Document_ID,,,,id_dokumen,id_dokumen,,
,paragraph text,Paragraph_Text,,,,teks_paragraf,paragraf_teks,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
musical,*,*,musical,musical,musikal,*,*,musikal,musikal
,musical id,Musical_ID,actor,actor,,id_musik,id_musikal,aktor,aktor
,name,Name,,,,nama,nama,,
,year,Year,,,,tahun,tahun,,
,award,Award,,,,menghadiahkan,menghadiahkan,,
,category,Category,,,,kategori,kategori,,
,nominee,Nominee,,,,calon,calon,,
,result,Result,,,,hasil,hasil,,
,actor id,Actor_ID,,,,id_aktor,id_aktor,,
,name,Name,,,,nama,nama,,
,musical id,Musical_ID,,,,id_musik,id_musikal,,
,character,Character,,,,karakter,karakter,,
,duration,Duration,,,,lamanya,lamanya,,
,age,age,,,,usia,usia,,
world_1,*,*,city,city,dunia_1,*,*,kota,kota
,id,ID,sqlite sequence,sqlite_sequence,,pengenal,pengenal,urutan sqlite,sqlite_sequence
,name,Name,country,country,,nama,nama,negara,negara
,country code,CountryCode,countrylanguage,countrylanguage,,kode_negara,kode_negara,bahasa negara,bahasa negara
,district,District,,,,daerah,daerah,,
,population,Population,,,,populasi,populasi,,
,name,name,,,,nama,nama,,
,seq,seq,,,,seq,seq,,
,code,Code,,,,kode,kode,,
,name,Name,,,,nama,nama,,
,continent,Continent,,,,benua,benua,,
,region,Region,,,,wilayah,wilayah,,
,surface area,SurfaceArea,,,,luas_permukaan,luas_permukaan,,
,indepdent year,IndepYear,,,,tahun_merdeka,tahun_indep,,
,population,Population,,,,populasi,populasi,,
,life expectancy,LifeExpectancy,,,,id_harapan_hup,id_harapan_hup,,
,gnp,GNP,,,,gnp,gnp,,
,gnp old,GNPOld,,,,gnp_tua,gnptua,,
,local name,LocalName,,,,nama_lokal,nama_lokal,,
,government form,GovernmentForm,,,,bentuk_pemerintahan,formulir_pemerintah,,
,head of state,HeadOfState,,,,kepala_negara,kepala_negara,,
,capital,Capital,,,,modal,modal,,
,code2,Code2,,,,kode2,kode2,,
,countrycode,CountryCode,,,,kode_negara,kode_negara,,
,language,Language,,,,bahasa,bahasa,,
,is official,IsOfficial,,,,resmi,resmi,,
,percentage,Percentage,,,,persentase,persentase,,
device,*,*,device,device,perangkat,*,*,perangkat,perangkat
,device id,Device_ID,shop,shop,,id_perangkat,id_perangkat,toko,toko
,device,Device,stock,stock,,perangkat,perangkat,saham,saham
,carrier,Carrier,,,,pembawa,pembawa,,
,package version,Package_Version,,,,versi_paket,paket_versi,,
,applications,Applications,,,,aplikasi,aplikasi,,
,software platform,Software_Platform,,,,platform_perangkat_lunak,perangkat_lunak_platform,,
,shop id,Shop_ID,,,,nomor_toko,id_toko,,
,shop name,Shop_Name,,,,nama_toko,nama_toko,,
,location,Location,,,,lokasi,lokasi,,
,open date,Open_Date,,,,tanggal_terbuka,tanggal_buka,,
,open year,Open_Year,,,,tahun_terbuka,buka_tahun,,
,shop id,Shop_ID,,,,nomor_toko,id_toko,,
,device id,Device_ID,,,,id_perangkat,id_perangkat,,
,quantity,Quantity,,,,kuantitas,kuantitas,,
tracking_grants_for_research,*,*,document types,Document_Types,pelacakan_hibah_untuk_penelitian,*,*,jenis dokumen,Jenis_Dokumen
,document type code,document_type_code,documents,Documents,,kode_jenis_dokumen,kode_tipe_dokumen,dokumen,Dokumen
,document description,document_description,grants,Grants,,deskripsi_dokumen,deskripsi_dokumen,hibah,Hibah
,document id,document_id,organisation types,Organisation_Types,,id_dokumen,id_dokumen,jenis organisasi,Organisasi_Jenis
,document type code,document_type_code,organisations,Organisations,,kode_jenis_dokumen,kode_tipe_dokumen,organisasi,Organisasi
,grant id,grant_id,project outcomes,Project_Outcomes,,id_memberikan,id_hibah,hasil proyek,Proyek_Hasil
,sent date,sent_date,project staff,Project_Staff,,tanggal_pengiriman,tanggal_kirim,staf proyek,Proyek_Staf
,response received date,response_received_date,projects,Projects,,tanggal_tanggapan_diterima,tanggal_tanggal_diterima,proyek,Proyek
,other details,other_details,research outcomes,Research_Outcomes,,rincian_lainnya,detail_lainnya,hasil penelitian,Penelitian_Hasil
,grant id,grant_id,research staff,Research_Staff,,id_memberikan,id_hibah,staf peneliti,Staf_Penelitian
,organisation id,organisation_id,staff roles,Staff_Roles,,id_organisasi,id_organisasi,peran staf,Staf_Peran
,grant amount,grant_amount,tasks,Tasks,,jumlah_hibah,hibah_jumlah,tugas,Tugas
,grant start date,grant_start_date,,,,tanggal_mulai_pemberian,hibah_tanggal_mulai,,
,grant end date,grant_end_date,,,,tanggal_akhir_hibah,tanggal_akhir_hibah,,
,other details,other_details,,,,rincian_lainnya,detail_lainnya,,
,organisation type,organisation_type,,,,tipe_organisasi,tipe_organisasi,,
,organisation type description,organisation_type_description,,,,deskripsi_jenis_organisasi,deskripsi_tipe_organisasi,,
,organisation id,organisation_id,,,,id_organisasi,id_organisasi,,
,organisation type,organisation_type,,,,tipe_organisasi,tipe_organisasi,,
,organisation details,organisation_details,,,,rincian_organisasi,organisasi_detail,,
,project id,project_id,,,,id_proyek,id_proyek,,
,outcome code,outcome_code,,,,kode_hasil,kode_hasil,,
,outcome details,outcome_details,,,,rincian_hasil,hasil_detail,,
,staff id,staff_id,,,,nomor_staf,id_staf,,
,project id,project_id,,,,id_proyek,id_proyek,,
,role code,role_code,,,,kode_peran,kode_peran,,
,date from,date_from,,,,tanggal_dari,tanggal_dari,,
,date to,date_to,,,,tanggal_ke,tanggal_ke,,
,other details,other_details,,,,rincian_lainnya,detail_lainnya,,
,project id,project_id,,,,id_proyek,id_proyek,,
,organisation id,organisation_id,,,,id_organisasi,id_organisasi,,
,project details,project_details,,,,rincian_proyek,detail_proyek,,
,outcome code,outcome_code,,,,kode_hasil,kode_hasil,,
,outcome description,outcome_description,,,,deskripsi_hasil,hasil_deskripsi,,
,staff id,staff_id,,,,nomor_staf,id_staf,,
,employer organisation id,employer_organisation_id,,,,id_organisasi_pemberi_kerja,id_pemberi_kerja_organisasi,,
,staff details,staff_details,,,,rincian_staf,staf_detail,,
,role code,role_code,,,,kode_peran,kode_peran,,
,role description,role_description,,,,deskripsi_peran,deskripsi_peran,,
,task id,task_id,,,,id_tugas,id_tugas,,
,project id,project_id,,,,id_proyek,id_proyek,,
,task details,task_details,,,,rincian_tugas,detail_tugas,,
,eg agree objectives,eg Agree Objectives,,,,misalnya_menyepakati_tujuan,misalnya_setuju_tujuan,,
employee_hire_evaluation,*,*,employee,employee,evaluasi_pekerjaan_karyawan,*,*,karyawan,karyawan
,employee id,Employee_ID,shop,shop,,id_karyawan,id_karyawan,toko,toko
,name,Name,hiring,hiring,,nama,nama,mempekerjakan,mempekerjakan
,age,Age,evaluation,evaluation,,usia,usia,evaluasi,evaluasi
,city,City,,,,kota,kota,,
,shop id,Shop_ID,,,,nomor_toko,id_toko,,
,name,Name,,,,nama,nama,,
,location,Location,,,,lokasi,lokasi,,
,district,District,,,,daerah,daerah,,
,number products,Number_products,,,,nomor_produk,nomor_produk,,
,manager name,Manager_name,,,,nama_manajer,nama_manajer,,
,shop id,Shop_ID,,,,nomor_toko,id_toko,,
,employee id,Employee_ID,,,,id_karyawan,id_karyawan,,
,start from,Start_from,,,,mulai_dari,mulai_dari,,
,is full time,Is_full_time,,,,adalah_penuh_waktu,apakah_penuh_waktu,,
,employee id,Employee_ID,,,,id_karyawan,id_karyawan,,
,year awarded,Year_awarded,,,,tahun_diberikan,tahun_diberikan,,
,bonus,Bonus,,,,bonus,bonusnya,,
movie_1,*,*,movie,Movie,film_1,*,*,film,Film
,movie id,mID,reviewer,Reviewer,,id_film,pertengahan,pengulas,pengulas
,title,title,rating,Rating,,judul,judul,peringkat,Peringkat
,year,year,,,,tahun,tahun,,
,director,director,,,,direktur,direktur,,
,reviewer id,rID,,,,id_pengulas,menyingkirkan,,
,name,name,,,,nama,nama,,
,reviewer id,rID,,,,id_pengulas,menyingkirkan,,
,movie id,mID,,,,id_film,pertengahan,,
,rating stars,stars,,,,bintang_peringkat,bintang,,
,rating date,ratingDate,,,,tanggal_pemeringkatan,peringkattanggal,,
network_1,*,*,high schooler,Highschooler,jaringan_1,*,*,anak sekolah menengah,Siswa Sekolah Menengah
,id,ID,friend,Friend,,pengenal,pengenal,teman,Teman
,name,name,likes,Likes,,nama,nama,suka,Suka
,grade,grade,,,,nilai,nilai,,
,student id,student_id,,,,tanda_pengenal_siswa,id_siswa,,
,friend id,friend_id,,,,id_teman,id_teman,,
,student id,student_id,,,,tanda_pengenal_siswa,id_siswa,,
,liked id,liked_id,,,,id_menyukai,id_suka,,
poker_player,*,*,poker player,poker_player,poker_player,*,*,pemain poker,poker_player
,poker player id,Poker_Player_ID,people,people,,id_pemain_poker,id_poker_pemain,orang,orang
,people id,People_ID,,,,id_orang,id_orang,,
,final table made,Final_Table_Made,,,,tabel_akhir_dibuat,final_table_made,,
,best finish,Best_Finish,,,,penyelesaian_terbaik,terbaik_selesai,,
,money rank,Money_Rank,,,,peringkat_uang,uang_peringkat,,
,earnings,Earnings,,,,pendapatan,pendapatan,,
,people id,People_ID,,,,id_orang,id_orang,,
,nationality,Nationality,,,,kebangsaan,kebangsaan,,
,name,Name,,,,nama,nama,,
,birth date,Birth_Date,,,,tanggal_lahir,tanggal_lahir,,
,height,Height,,,,tinggi,tinggi,,
program_share,*,*,program,program,program_berbagi,*,*,program,program
,program id,Program_ID,channel,channel,,id_program,id_program,saluran,saluran
,name,Name,broadcast,broadcast,,nama,nama,siaran,siaran
,origin,Origin,broadcast share,broadcast_share,,asal,asal,pembagian siaran,siaran_berbagi
,launch,Launch,,,,meluncurkan,meluncurkan,,
,owner,Owner,,,,pemilik,pemilik,,
,channel id,Channel_ID,,,,id_saluran,id_saluran,,
,name,Name,,,,nama,nama,,
,owner,Owner,,,,pemilik,pemilik,,
,share in percent,Share_in_percent,,,,berbagi_dalam_persen,bagikan_dalam_persen,,
,rating in percent,Rating_in_percent,,,,peringkat_dalam_persen,peringkat_dalam_persen,,
,channel id,Channel_ID,,,,id_saluran,id_saluran,,
,program id,Program_ID,,,,id_program,id_program,,
,time of day,Time_of_day,,,,waktu_hari,waktu_of_hari,,
,channel id,Channel_ID,,,,id_saluran,id_saluran,,
,program id,Program_ID,,,,id_program,id_program,,
,date,Date,,,,tanggal,tanggal,,
,share in percent,Share_in_percent,,,,berbagi_dalam_persen,bagikan_dalam_persen,,
aircraft,*,*,pilot,pilot,pesawat_terbang,*,*,pilot,pilot
,pilot id,Pilot_Id,aircraft,aircraft,,id_percontohan,id_pilot,pesawat terbang,pesawat terbang
,name,Name,match,match,,nama,nama,cocok,cocok
,age,Age,airport,airport,,usia,usia,bandara,bandara
,aircraft id,Aircraft_ID,airport aircraft,airport_aircraft,,id_pesawat,id_pesawat,pesawat bandara,bandara_pesawat
,aircraft,Aircraft,,,,pesawat_terbang,pesawat_terbang,,
,description,Description,,,,keterangan,keterangan,,
,max gross weight,Max_Gross_Weight,,,,berat_kotor_maksimal,max_gross_berat,,
,total disk area,Total_disk_area,,,,luas_disk_keseluruhan,total_disk_area,,
,max disk loading,Max_disk_Loading,,,,pemuatan_disk_maksimal,max_disk_loading,,
,round,Round,,,,bulat,bulat,,
,location,Location,,,,lokasi,lokasi,,
,country,Country,,,,negara,negara,,
,date,Date,,,,tanggal,tanggal,,
,fastest qualifying,Fastest_Qualifying,,,,kualifikasi_tercepat,tercepat_kualifikasi,,
,winning pilot,Winning_Pilot,,,,pilot_pemenang,pemenang_pilot,,
,winning aircraft,Winning_Aircraft,,,,pesawat_pemenang,menang_pesawat,,
,airport id,Airport_ID,,,,id_bandara,id_bandara,,
,airport name,Airport_Name,,,,nama_bandara,nama_bandara,,
,total passengers,Total_Passengers,,,,jumlah_penumpang,total_penumpang,,
,% change 2007,%_Change_2007,,,,%_perubahan_2007,%_ubah_2007,,
,international passengers,International_Passengers,,,,penumpang_internasional,internasional_penumpang,,
,domestic passengers,Domestic_Passengers,,,,penumpang_domestik,domestik_penumpang,,
,transit passengers,Transit_Passengers,,,,penumpang_transit,transit_penumpang,,
,aircraft movements,Aircraft_Movements,,,,pergerakan_pesawat,pesawat_pergerakan,,
,freight metric tonnes,Freight_Metric_Tonnes,,,,metrik_ton_angkutan,pengangkutan_metrik_ton,,
,id,ID,,,,pengenal,pengenal,,
,airport id,Airport_ID,,,,id_bandara,id_bandara,,
,aircraft id,Aircraft_ID,,,,id_pesawat,id_pesawat,,
restaurant_1,*,*,student,Student,restoran_1,*,*,murid,Murid
,student id,StuID,restaurant,Restaurant,,tanda_pengenal_siswa,pelajar,restoran,Restoran
,last name,LName,type of restaurant,Type_Of_Restaurant,,nama_belakang,lnama,jenis restoran,Type_Of_Restoran
,first name,Fname,restaurant type,Restaurant_Type,,nama_depan,nama_panggilan,tipe restoran,Restoran_Jenis
,age,Age,visits restaurant,Visits_Restaurant,,usia,usia,mengunjungi restoran,Kunjungan_Restoran
,sex,Sex,,,,seks,seks,,
,major,Major,,,,besar,besar,,
,advisor,Advisor,,,,penasihat,penasihat,,
,city code,city_code,,,,kode_kota,kode_kota,,
,restaurant id,ResID,,,,id_restoran,id_resi,,
,restaurant name,ResName,,,,nama_restoran,namares,,
,address,Address,,,,alamat,alamat,,
,rating,Rating,,,,peringkat,peringkat,,
,restaurant id,ResID,,,,id_restoran,id_resi,,
,restaurant type id,ResTypeID,,,,id_tipe_restoran,id_restype,,
,restaurant type id,ResTypeID,,,,id_tipe_restoran,id_restype,,
,restaurant type name,ResTypeName,,,,nama_jenis_restoran,namajenisres,,
,restaurant type description,ResTypeDescription,,,,deskripsi_jenis_restoran,deskripsi_tipe_ulang,,
,student id,StuID,,,,tanda_pengenal_siswa,pelajar,,
,restaurant id,ResID,,,,id_restoran,id_resi,,
,time,Time,,,,waktu,waktu,,
,spent,Spent,,,,dihabiskan,dihabiskan,,
customers_and_invoices,*,*,customers,Customers,pelanggan_dan_faktur,*,*,pelanggan,Pelanggan
,customer id,customer_id,orders,Orders,,nomor_pelanggan,id_pelanggan,pesanan,Pesanan
,customer first name,customer_first_name,invoices,Invoices,,nama_depan_pelanggan,nama_pelanggan_depan,faktur,Faktur
,customer middle initial,customer_middle_initial,accounts,Accounts,,inisial_tengah_pelanggan,pelanggan_tengah_inisial,akun,Akun
,customer last name,customer_last_name,product categories,Product_Categories,,nama_belakang_pelanggan,nama_belakang_pelanggan,kategori produk,Produk_Kategori
,gender,gender,products,Products,,jenis_kelamin,jenis_kelamin,produk,Produk
,email address,email_address,financial transactions,Financial_Transactions,,alamat_email,alamat_email,transaksi keuangan,Transaksi_Keuangan
,login name,login_name,order items,Order_Items,,nama_masuk,nama_login,item pesanan,Pesanan_Item
,login password,login_password,invoice line items,Invoice_Line_Items,,kata_sandi_masuk,login_kata_sandi,item baris faktur,Faktur_Baris_Item
,phone number,phone_number,,,,nomor_telepon,nomor_telepon,,
,town city,town_city,,,,kota_kota,kota_kota,,
,state county province,state_county_province,,,,negara_bagian_provinsi,negara_bagian_kabupaten_provinsi,,
,country,country,,,,negara,negara,,
,order id,order_id,,,,nomor_pesanan,id_pesanan,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,date order placed,date_order_placed,,,,tanggal_pemesanan_dilakukan,tanggal_pesanan_ditempatkan,,
,order details,order_details,,,,detail_pesanan,detail_pesanan,,
,invoice number,invoice_number,,,,nomor_faktur,nomor_faktur,,
,order id,order_id,,,,nomor_pesanan,id_pesanan,,
,invoice date,invoice_date,,,,tanggal_faktur,tanggal_faktur,,
,account id,account_id,,,,id_akun,id_akun,,
,customer id,customer_id,,,,nomor_pelanggan,id_pelanggan,,
,date account opened,date_account_opened,,,,tanggal_akun_dibuka,tanggal_akun_dibuka,,
,account name,account_name,,,,nama_akun,nama_akun,,
