db_id,question,query_toks,query_toks_no_value,sql_string,db_id_id,question_id,query_toks_id,query_toks_no_value_id,sql_string_id
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t1,,,,t3.paperid,t1,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,venue,paper,,,,lokasi,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.venueid,t3,,,,t4.venueid,t3,
,,=,.,,,,=,.,
,,t3.venueid,paperid,,,,t3.tempatid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.year,t2,,,,t3.tahun,t2,
,,=,.,,,,=,.,
,,2015,paperid,,,,2015,kertasid,
,,AND,join,,,,AND,join,
,,t4.venuename,venue,,,,t4.nama_tempat,lokasi,
,,=,as,,,,=,as,
,,``,t4,,,,``,t4,
,,NIPS,on,,,,NIPS,on,
,,',t4,,,,',t4,
,,GROUP,.,,,,GROUP,.,
,,BY,venueid,,,,BY,venueid,
,,t1.keyphraseid,=,,,,t1.frasa_kunci,=,
,,ORDER,t3,,,,ORDER,t3,
,,BY,.,,,,BY,.,
,,COUNT,venueid,,,,COUNT,venueid,
,,(,where,,,,(,where,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,DESC,year,,,,DESC,year,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphraseid,,,,,frase_kunci,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,most popular topics at NIPS 2015,SELECT,select,"""NIPS""",sarjana,topik terpopuler di NIPS 2015,SELECT,select,"""NIPS"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,",",paperid,,,,",",kertasid,
,,t1.keyphraseid,),,,,t1.frasa_kunci,),
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t1,,,,frase_kunci_kertas,t1,
,,AS,.,,,,AS,.,
,,t2,keyphraseid,,,,t2,frase_kunci,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t1,t2,,,,t1,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t1.keyphraseid,t1,,,,t1.frasa_kunci,t1,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t1,,,,t3.paperid,t1,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,venue,paper,,,,lokasi,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.venueid,t3,,,,t4.venueid,t3,
,,=,.,,,,=,.,
,,t3.venueid,paperid,,,,t3.tempatid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.year,t2,,,,t3.tahun,t2,
,,=,.,,,,=,.,
,,2015,paperid,,,,2015,kertasid,
,,AND,join,,,,AND,join,
,,t4.venuename,venue,,,,t4.nama_tempat,lokasi,
,,=,as,,,,=,as,
,,``,t4,,,,``,t4,
,,NIPS,on,,,,NIPS,on,
,,',t4,,,,',t4,
,,GROUP,.,,,,GROUP,.,
,,BY,venueid,,,,BY,venueid,
,,t1.keyphraseid,=,,,,t1.frasa_kunci,=,
,,ORDER,t3,,,,ORDER,t3,
,,BY,.,,,,BY,.,
,,COUNT,venueid,,,,COUNT,venueid,
,,(,where,,,,(,where,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,DESC,year,,,,DESC,year,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphraseid,,,,,frase_kunci,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,hot topics at NIPS 2015,SELECT,select,"""NIPS""",sarjana,topik hangat di NIPS 2015,SELECT,select,"""NIPS"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,",",paperid,,,,",",kertasid,
,,t1.keyphraseid,),,,,t1.frasa_kunci,),
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t1,,,,frase_kunci_kertas,t1,
,,AS,.,,,,AS,.,
,,t2,keyphraseid,,,,t2,frase_kunci,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t1,t2,,,,t1,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t1.keyphraseid,t1,,,,t1.frasa_kunci,t1,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t1,,,,t3.paperid,t1,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,venue,paper,,,,lokasi,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.venueid,t3,,,,t4.venueid,t3,
,,=,.,,,,=,.,
,,t3.venueid,paperid,,,,t3.tempatid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.year,t2,,,,t3.tahun,t2,
,,=,.,,,,=,.,
,,2015,paperid,,,,2015,kertasid,
,,AND,join,,,,AND,join,
,,t4.venuename,venue,,,,t4.nama_tempat,lokasi,
,,=,as,,,,=,as,
,,``,t4,,,,``,t4,
,,NIPS,on,,,,NIPS,on,
,,',t4,,,,',t4,
,,GROUP,.,,,,GROUP,.,
,,BY,venueid,,,,BY,venueid,
,,t1.keyphraseid,=,,,,t1.frasa_kunci,=,
,,ORDER,t3,,,,ORDER,t3,
,,BY,.,,,,BY,.,
,,COUNT,venueid,,,,COUNT,venueid,
,,(,where,,,,(,where,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,DESC,year,,,,DESC,year,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphraseid,,,,,frase_kunci,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,popular topics at NIPS 2015,SELECT,select,"""NIPS""",sarjana,topik populer di NIPS 2015,SELECT,select,"""NIPS"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,",",paperid,,,,",",kertasid,
,,t1.keyphraseid,),,,,t1.frasa_kunci,),
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t1,,,,frase_kunci_kertas,t1,
,,AS,.,,,,AS,.,
,,t2,keyphraseid,,,,t2,frase_kunci,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t1,t2,,,,t1,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t1.keyphraseid,t1,,,,t1.frasa_kunci,t1,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t1,,,,t3.paperid,t1,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,venue,paper,,,,lokasi,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.venueid,t3,,,,t4.venueid,t3,
,,=,.,,,,=,.,
,,t3.venueid,paperid,,,,t3.tempatid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.year,t2,,,,t3.tahun,t2,
,,=,.,,,,=,.,
,,2015,paperid,,,,2015,kertasid,
,,AND,join,,,,AND,join,
,,t4.venuename,venue,,,,t4.nama_tempat,lokasi,
,,=,as,,,,=,as,
,,``,t4,,,,``,t4,
,,NIPS,on,,,,NIPS,on,
,,',t4,,,,',t4,
,,GROUP,.,,,,GROUP,.,
,,BY,venueid,,,,BY,venueid,
,,t1.keyphraseid,=,,,,t1.frasa_kunci,=,
,,ORDER,t3,,,,ORDER,t3,
,,BY,.,,,,BY,.,
,,COUNT,venueid,,,,COUNT,venueid,
,,(,where,,,,(,where,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,DESC,year,,,,DESC,year,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphraseid,,,,,frase_kunci,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,which topics were most popular at NIPS 2015,SELECT,select,"""NIPS""",sarjana,topik mana yang paling populer di NIPS 2015,SELECT,select,"""NIPS"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,",",paperid,,,,",",kertasid,
,,t1.keyphraseid,),,,,t1.frasa_kunci,),
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t1,,,,frase_kunci_kertas,t1,
,,AS,.,,,,AS,.,
,,t2,keyphraseid,,,,t2,frase_kunci,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t1,t2,,,,t1,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t1.keyphraseid,t1,,,,t1.frasa_kunci,t1,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t1,,,,t3.paperid,t1,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,venue,paper,,,,lokasi,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.venueid,t3,,,,t4.venueid,t3,
,,=,.,,,,=,.,
,,t3.venueid,paperid,,,,t3.tempatid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.year,t2,,,,t3.tahun,t2,
,,=,.,,,,=,.,
,,2015,paperid,,,,2015,kertasid,
,,AND,join,,,,AND,join,
,,t4.venuename,venue,,,,t4.nama_tempat,lokasi,
,,=,as,,,,=,as,
,,``,t4,,,,``,t4,
,,NIPS,on,,,,NIPS,on,
,,',t4,,,,',t4,
,,GROUP,.,,,,GROUP,.,
,,BY,venueid,,,,BY,venueid,
,,t1.keyphraseid,=,,,,t1.frasa_kunci,=,
,,ORDER,t3,,,,ORDER,t3,
,,BY,.,,,,BY,.,
,,COUNT,venueid,,,,COUNT,venueid,
,,(,where,,,,(,where,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,DESC,year,,,,DESC,year,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphraseid,,,,,frase_kunci,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,topics popular at NIPS 2015,SELECT,select,"""NIPS""",sarjana,topik populer di NIPS 2015,SELECT,select,"""NIPS"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,",",paperid,,,,",",kertasid,
,,t1.keyphraseid,),,,,t1.frasa_kunci,),
,,FROM,",",,,,FROM,",",
,,paperkeyphrase,t1,,,,frase_kunci_kertas,t1,
,,AS,.,,,,AS,.,
,,t2,keyphraseid,,,,t2,frase_kunci,
,,JOIN,from,,,,JOIN,from,
,,keyphrase,paperkeyphrase,,,,frasa_kunci,frase_kunci_kertas,
,,AS,as,,,,AS,as,
,,t1,t2,,,,t1,t2,
,,ON,join,,,,ON,join,
,,t2.keyphraseid,keyphrase,,,,t2.frasa_kunci,frasa_kunci,
,,=,as,,,,=,as,
,,t1.keyphraseid,t1,,,,t1.frasa_kunci,t1,
,,JOIN,on,,,,JOIN,on,
,,paper,t2,,,,kertas,t2,
,,AS,.,,,,AS,.,
,,t3,keyphraseid,,,,t3,frase_kunci,
,,ON,=,,,,ON,=,
,,t3.paperid,t1,,,,t3.paperid,t1,
,,=,.,,,,=,.,
,,t2.paperid,keyphraseid,,,,t2.paperid,frase_kunci,
,,JOIN,join,,,,JOIN,join,
,,venue,paper,,,,lokasi,kertas,
,,AS,as,,,,AS,as,
,,t4,t3,,,,t4,t3,
,,ON,on,,,,ON,on,
,,t4.venueid,t3,,,,t4.venueid,t3,
,,=,.,,,,=,.,
,,t3.venueid,paperid,,,,t3.tempatid,kertasid,
,,WHERE,=,,,,WHERE,=,
,,t3.year,t2,,,,t3.tahun,t2,
,,=,.,,,,=,.,
,,2015,paperid,,,,2015,kertasid,
,,AND,join,,,,AND,join,
,,t4.venuename,venue,,,,t4.nama_tempat,lokasi,
,,=,as,,,,=,as,
,,``,t4,,,,``,t4,
,,NIPS,on,,,,NIPS,on,
,,',t4,,,,',t4,
,,GROUP,.,,,,GROUP,.,
,,BY,venueid,,,,BY,venueid,
,,t1.keyphraseid,=,,,,t1.frasa_kunci,=,
,,ORDER,t3,,,,ORDER,t3,
,,BY,.,,,,BY,.,
,,COUNT,venueid,,,,COUNT,venueid,
,,(,where,,,,(,where,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,DESC,year,,,,DESC,year,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
,,,group,,,,,group,
,,,by,,,,,by,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphraseid,,,,,frase_kunci,
,,,order,,,,,order,
,,,by,,,,,by,
,,,count,,,,,count,
,,,(,,,,,(,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,),,,,,),
,,,desc,,,,,desc,
scholar,How many papers related to deep reinforcement learning in nips ?,SELECT,select,"""deep reinforcement learning""",sarjana,Berapa banyak makalah yang terkait dengan pembelajaran penguatan mendalam di nips?,SELECT,select,"""pembelajaran penguatan mendalam"""
,,DISTINCT,distinct,"""nips""",,,DISTINCT,distinct,"""gigitan"""
,,COUNT,count,,,,COUNT,count,
,,(,(,,,,(,(,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,),.,,,,),.,
,,FROM,paperid,,,,FROM,kertasid,
,,paperkeyphrase,),,,,frase_kunci_kertas,),
,,AS,from,,,,AS,from,
,,t2,paperkeyphrase,,,,t2,frase_kunci_kertas,
,,JOIN,as,,,,JOIN,as,
,,keyphrase,t2,,,,frasa_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyphrase,,,,t1,frasa_kunci,
,,ON,as,,,,ON,as,
,,t2.keyphraseid,t1,,,,t2.frasa_kunci,t1,
,,=,on,,,,=,on,
,,t1.keyphraseid,t2,,,,t1.frasa_kunci,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,keyphraseid,,,,kertas,frase_kunci,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,keyphraseid,,,,t3.paperid,frase_kunci,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,JOIN,as,,,,JOIN,as,
,,venue,t3,,,,lokasi,t3,
,,AS,on,,,,AS,on,
,,t4,t3,,,,t4,t3,
,,ON,.,,,,ON,.,
,,t4.venueid,paperid,,,,t4.venueid,kertasid,
,,=,=,,,,=,=,
,,t3.venueid,t2,,,,t3.tempatid,t2,
,,WHERE,.,,,,WHERE,.,
,,t1.keyphrasename,paperid,,,,t1.nama_frase_kunci,kertasid,
,,=,join,,,,=,join,
,,``,venue,,,,``,lokasi,
,,deep,as,,,,dalam,as,
,,reinforcement,t4,,,,bantuan,t4,
,,learning,on,,,,sedang_belajar,on,
,,',t4,,,,',t4,
,,AND,.,,,,AND,.,
,,t4.venuename,venueid,,,,t4.nama_tempat,venueid,
,,=,=,,,,=,=,
,,``,t3,,,,``,t3,
,,nips,.,,,,gigitan,.,
,,',venueid,,,,',venueid,
,,;,where,,,,;,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyphrasename,,,,,nama_frase_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,venuename,,,,,nama_tempat,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,Papers on WebKB,SELECT,select,"""WebKB""",sarjana,Makalah di WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,which papers used WebKB ?,SELECT,select,"""WebKB""",sarjana,makalah mana yang menggunakan WebKB?,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers about WebKB,SELECT,select,"""WebKB""",sarjana,makalah tentang WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,List the papers that used WebKB dataset,SELECT,select,"""WebKB""",sarjana,Buat daftar makalah yang menggunakan kumpulan data WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
scholar,papers using WebKB,SELECT,select,"""WebKB""",sarjana,makalah menggunakan WebKB,SELECT,select,"""WebKB"""
,,DISTINCT,distinct,,,,DISTINCT,distinct,
,,t3.paperid,t3,,,,t3.paperid,t3,
,,FROM,.,,,,FROM,.,
,,paperdataset,paperid,,,,kumpulan_data_kertas,kertasid,
,,AS,from,,,,AS,from,
,,t2,paperdataset,,,,t2,kumpulan_data_kertas,
,,JOIN,as,,,,JOIN,as,
,,dataset,t2,,,,kumpulan_data,t2,
,,AS,join,,,,AS,join,
,,t1,dataset,,,,t1,kumpulan_data,
,,ON,as,,,,ON,as,
,,t2.datasetid,t1,,,,t2.datasetid,t1,
,,=,on,,,,=,on,
,,t1.datasetid,t2,,,,t1.datasetid,t2,
,,JOIN,.,,,,JOIN,.,
,,paper,datasetid,,,,kertas,datasetid,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.paperid,datasetid,,,,t3.paperid,datasetid,
,,=,join,,,,=,join,
,,t2.paperid,paper,,,,t2.paperid,kertas,
,,WHERE,as,,,,WHERE,as,
,,t1.datasetname,t3,,,,t1.namasetdata,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,WebKB,.,,,,WebKB,.,
,,',paperid,,,,',kertasid,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,paperid,,,,,kertasid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,datasetname,,,,,nama_kumpulan_data,
,,,=,,,,,=,
,,,value,,,,,value,
