db_id,query_toks,question,db_id_id,query_toks_id,question_id
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,",",,,",",
,salary,,,gaji,
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,NOT,,,NOT,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,M,,,M,
,%,,,%,
,,,,,
hr_1,SELECT,"What are the full name, hire date, salary, and department id for employees without the letter M in their first name?",jam_1,SELECT,"Apa nama lengkap, tanggal perekrutan, gaji, dan id departemen untuk karyawan tanpa huruf M pada nama depannya?"
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,",",,,",",
,salary,,,gaji,
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,NOT,,,NOT,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,M,,,M,
,%,,,%,
,,,,,
hr_1,SELECT,"display the full name (first and last), hire date, salary, and department number for those employees whose first name does not containing the letter M and make the result set in ascending order by department number.",jam_1,SELECT,"menampilkan nama lengkap (depan dan belakang), tanggal perekrutan, gaji, dan nomor departemen bagi karyawan yang nama depannya tidak mengandung huruf M dan buatlah hasilnya secara menaik berdasarkan nomor departemen."
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,",",,,",",
,salary,,,gaji,
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,NOT,,,NOT,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,M,,,M,
,%,,,%,
,,,,,
,ORDER,,,ORDER,
,BY,,,BY,
,department_id,,,id_department,
hr_1,SELECT,"What are the full name, hire data, salary and department id for employees without the letter M in their first name, ordered by ascending department id?",jam_1,SELECT,"Apa nama lengkap, data perekrutan, gaji dan id departemen untuk karyawan tanpa huruf M pada nama depannya, diurutkan berdasarkan id departemen menaik?"
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,hire_date,,,tanggal_sewa,
,",",,,",",
,salary,,,gaji,
,",",,,",",
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,NOT,,,NOT,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,M,,,M,
,%,,,%,
,,,,,
,ORDER,,,ORDER,
,BY,,,BY,
,department_id,,,id_department,
hr_1,SELECT,what is the phone number of employees whose salary is in the range of 8000 and 12000?,jam_1,SELECT,berapa nomor telepon pegawai yang gajinya berkisar 8000 dan 12000?
,phone_number,,,nomor_telepon,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,8000,,,8000,
,AND,,,AND,
,12000,,,12000,
hr_1,SELECT,Return the phone numbers of employees with salaries between 8000 and 12000.,jam_1,SELECT,Kembalikan nomor telepon karyawan dengan gaji antara 8000 dan 12000.
,phone_number,,,nomor_telepon,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,8000,,,8000,
,AND,,,AND,
,12000,,,12000,
hr_1,SELECT,display all the information of employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40.,jam_1,SELECT,menampilkan seluruh informasi pegawai yang gajinya berkisar antara 8000 dan 12000 dan komisi tidak nol atau nomor departemen tidak sama dengan 40.
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,8000,,,8000,
,AND,,,AND,
,12000,,,12000,
,AND,,,AND,
,commission_pct,,,komisi_pct,
,!,,,!,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
,OR,,,OR,
,department_id,,,id_department,
,!,,,!,
,=,,,=,
,40,,,40,
hr_1,SELECT,Return all information about employees with salaries between 8000 and 12000 for which commission is not null or where their department id is not 40.,jam_1,SELECT,Mengembalikan semua informasi tentang karyawan dengan gaji antara 8000 dan 12000 yang komisinya tidak nol atau yang id departemennya bukan 40.
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,8000,,,8000,
,AND,,,AND,
,12000,,,12000,
,AND,,,AND,
,commission_pct,,,komisi_pct,
,!,,,!,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
,OR,,,OR,
,department_id,,,id_department,
,!,,,!,
,=,,,=,
,40,,,40,
hr_1,SELECT,What are the full name (first and last name) and salary for all employees who does not have any value for commission?,jam_1,SELECT,Berapa nama lengkap (nama depan dan belakang) serta gaji seluruh pegawai yang tidak mempunyai nilai komisi?
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,commission_pct,,,komisi_pct,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
hr_1,SELECT,Return the full names and salaries of employees with null commissions.,jam_1,SELECT,Mengembalikan nama lengkap dan gaji karyawan dengan komisi nol.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,commission_pct,,,komisi_pct,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
hr_1,SELECT,"Display the first and last name, and salary for those employees whose first name is ending with the letter m.",jam_1,SELECT,Menampilkan nama depan dan belakang serta gaji pegawai yang nama depannya diakhiri huruf m.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,m,,,M,
,,,,,
hr_1,SELECT,Return the full names and salaries for employees with first names that end with the letter m.,jam_1,SELECT,Mengembalikan nama lengkap dan gaji pegawai dengan nama depan yang diakhiri dengan huruf m.
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,",",,,",",
,salary,,,gaji,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,m,,,M,
,,,,,
hr_1,SELECT,"Find job id and date of hire for those employees who was hired between November 5th, 2007 and July 5th, 2009.",jam_1,SELECT,Temukan id pekerjaan dan tanggal perekrutan untuk karyawan yang dipekerjakan antara 5 November 2007 dan 5 Juli 2009.
,job_id,,,id_pekerjaan,
,",",,,",",
,hire_date,,,tanggal_sewa,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,hire_date,,,tanggal_sewa,
,BETWEEN,,,BETWEEN,
,11/5/2007,,,11/5/2007,
,,,,,
,AND,,,AND,
,7/5/2009,,,5/7/2009,
,,,,,
hr_1,SELECT,"What are the job ids and dates of hire for employees hired after November 5th, 2007 and before July 5th, 2009?",jam_1,SELECT,Berapakah nomor pekerjaan dan tanggal perekrutan untuk karyawan yang dipekerjakan setelah tanggal 5 November 2007 dan sebelum tanggal 5 Juli 2009?
,job_id,,,id_pekerjaan,
,",",,,",",
,hire_date,,,tanggal_sewa,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,hire_date,,,tanggal_sewa,
,BETWEEN,,,BETWEEN,
,11/5/2007,,,11/5/2007,
,,,,,
,AND,,,AND,
,7/5/2009,,,5/7/2009,
,,,,,
hr_1,SELECT,What are the first and last name for those employees who works either in department 70 or 90?,jam_1,SELECT,Apa nama depan dan belakang karyawan yang bekerja di departemen 70 atau 90?
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,=,,,=,
,70,,,70,
,OR,,,OR,
,department_id,,,id_department,
,=,,,=,
,90,,,90,
hr_1,SELECT,What are the full names of employees who with in department 70 or 90?,jam_1,SELECT,Siapa nama lengkap pegawai yang berada di departemen 70 atau 90?
,first_name,,,nama_depan,
,",",,,",",
,last_name,,,nama_belakang,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,department_id,,,id_department,
,=,,,=,
,70,,,70,
,OR,,,OR,
,department_id,,,id_department,
,=,,,=,
,90,,,90,
hr_1,SELECT,Find the salary and manager number for those employees who is working under a manager.,jam_1,SELECT,Temukan gaji dan nomor manajer untuk karyawan yang bekerja di bawah seorang manajer.
,salary,,,gaji,
,",",,,",",
,manager_id,,,id_manajer,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,manager_id,,,id_manajer,
,!,,,!,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
hr_1,SELECT,What are the salaries and manager ids for employees who have managers?,jam_1,SELECT,Berapa gaji dan id manajer untuk karyawan yang memiliki manajer?
,salary,,,gaji,
,",",,,",",
,manager_id,,,id_manajer,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,manager_id,,,id_manajer,
,!,,,!,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
hr_1,SELECT,display all the details from Employees table for those employees who was hired before 2002-06-21.,jam_1,SELECT,tampilkan semua detail dari tabel Karyawan untuk karyawan yang dipekerjakan sebelum 21-06-2002.
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,hire_date,,,tanggal_sewa,
,<,,,<,
,6/21/2002,,,21-06-2002,
,,,,,
hr_1,SELECT,"What is all the information about employees hired before June 21, 2002?",jam_1,SELECT,Apa saja informasi tentang karyawan yang dipekerjakan sebelum 21 Juni 2002?
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,hire_date,,,tanggal_sewa,
,<,,,<,
,6/21/2002,,,21-06-2002,
,,,,,
hr_1,SELECT,display all the information for all employees who have the letters D or S in their first name and also arrange the result in descending order by salary.,jam_1,SELECT,menampilkan seluruh informasi seluruh karyawan yang memiliki huruf D atau S pada nama depannya dan juga mengurutkan hasilnya berdasarkan gaji.
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,D,,,D,
,%,,,%,
,,,,,
,OR,,,OR,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,S,,,S,
,%,,,%,
,,,,,
,ORDER,,,ORDER,
,BY,,,BY,
,salary,,,gaji,
,DESC,,,DESC,
hr_1,SELECT,"What is all the information about employees with D or S in their first name, ordered by salary descending?",jam_1,SELECT,"Apa saja informasi tentang karyawan dengan nama depan D atau S, diurutkan berdasarkan gaji menurun?"
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,D,,,D,
,%,,,%,
,,,,,
,OR,,,OR,
,first_name,,,nama_depan,
,LIKE,,,LIKE,
,,,,,
,%,,,%,
,S,,,S,
,%,,,%,
,,,,,
,ORDER,,,ORDER,
,BY,,,BY,
,salary,,,gaji,
,DESC,,,DESC,
hr_1,SELECT,"display those employees who joined after 7th September, 1987.",jam_1,SELECT,tampilkan karyawan yang bergabung setelah 7 September 1987.
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,hire_date,,,tanggal_sewa,
,>,,,>,
,9/7/1987,,,9/7/1987,
,,,,,
hr_1,SELECT,"Which employees were hired after September 7th, 1987?",jam_1,SELECT,Karyawan mana yang dipekerjakan setelah 7 September 1987?
,*,,,*,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,hire_date,,,tanggal_sewa,
,>,,,>,
,9/7/1987,,,9/7/1987,
,,,,,
hr_1,SELECT,display the job title of jobs which minimum salary is greater than 9000.,jam_1,SELECT,menampilkan judul pekerjaan yang gaji minimumnya lebih besar dari 9000.
,job_title,,,jabatan_judul,
,FROM,,,FROM,
,jobs,,,pekerjaan,
,WHERE,,,WHERE,
,min_salary,,,gaji_min,
,>,,,>,
,9000,,,9000,
hr_1,SELECT,Which job titles correspond to jobs with salaries over 9000?,jam_1,SELECT,Judul pekerjaan mana yang sesuai dengan pekerjaan dengan gaji di atas 9000?
,job_title,,,jabatan_judul,
,FROM,,,FROM,
,jobs,,,pekerjaan,
,WHERE,,,WHERE,
,min_salary,,,gaji_min,
,>,,,>,
,9000,,,9000,
hr_1,SELECT,"display job Title, the difference between minimum and maximum salaries for those jobs which max salary within the range 12000 to 18000.",jam_1,SELECT,"menampilkan Judul pekerjaan, perbedaan antara gaji minimum dan maksimum untuk pekerjaan yang gaji maksimumnya berada dalam kisaran 12000 hingga 18000."
,job_title,,,jabatan_judul,
,",",,,",",
,max_salary,,,gaji_maks,
,-,,,-,
,min_salary,,,gaji_min,
,FROM,,,FROM,
,jobs,,,pekerjaan,
,WHERE,,,WHERE,
,max_salary,,,gaji_maks,
,BETWEEN,,,BETWEEN,
,12000,,,12000,
,AND,,,AND,
,18000,,,18000,
hr_1,SELECT,"What are the job titles, and range of salaries for jobs with maximum salary between 12000 and 18000?",jam_1,SELECT,Apa saja jabatan dan kisaran gaji untuk pekerjaan dengan gaji maksimum antara 12.000 dan 18.000?
,job_title,,,jabatan_judul,
,",",,,",",
,max_salary,,,gaji_maks,
,-,,,-,
,min_salary,,,gaji_min,
,FROM,,,FROM,
,jobs,,,pekerjaan,
,WHERE,,,WHERE,
,max_salary,,,gaji_maks,
,BETWEEN,,,BETWEEN,
,12000,,,12000,
,AND,,,AND,
,18000,,,18000,
hr_1,SELECT,display the emails of the employees who have no commission percentage and salary within the range 7000 to 12000 and works in that department which number is 50.,jam_1,SELECT,menampilkan email karyawan yang tidak memiliki persentase komisi dan gaji dalam kisaran 7000 hingga 12000 dan bekerja di departemen yang jumlahnya 50.
,email,,,e-mail,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,commission_pct,,,komisi_pct,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
,AND,,,AND,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,7000,,,7000,
,AND,,,AND,
,12000,,,12000,
,AND,,,AND,
,department_id,,,id_department,
,=,,,=,
,50,,,50,
hr_1,SELECT,"What are the emails of employees with null commission, salary between 7000 and 12000, and who work in department 50?",jam_1,SELECT,"Apa email karyawan dengan komisi nol, gaji antara 7000 dan 12000, dan yang bekerja di departemen 50?"
,email,,,e-mail,
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,commission_pct,,,komisi_pct,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
,AND,,,AND,
,salary,,,gaji,
,BETWEEN,,,BETWEEN,
,7000,,,7000,
,AND,,,AND,
,12000,,,12000,
,AND,,,AND,
,department_id,,,id_department,
,=,,,=,
,50,,,50,
hr_1,SELECT,display the employee ID for each employee and the date on which he ended his previous job.,jam_1,SELECT,menampilkan ID karyawan untuk setiap karyawan dan tanggal dia mengakhiri pekerjaan sebelumnya.
,employee_id,,,id_karyawan,
,",",,,",",
,MAX,,,MAX,
,(,,,(,
,end_date,,,tanggal_akhir,
,),,,),
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,GROUP,,,GROUP,
,BY,,,BY,
,employee_id,,,id_karyawan,
hr_1,SELECT,What are the employee ids for each employee and final dates of employment at their last job?,jam_1,SELECT,Apa ID karyawan untuk setiap karyawan dan tanggal kerja terakhir pada pekerjaan terakhir mereka?
,employee_id,,,id_karyawan,
,",",,,",",
,MAX,,,MAX,
,(,,,(,
,end_date,,,tanggal_akhir,
,),,,),
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,GROUP,,,GROUP,
,BY,,,BY,
,employee_id,,,id_karyawan,
hr_1,SELECT,display those departments where more than ten employees work who got a commission percentage.,jam_1,SELECT,tampilkan departemen-departemen yang mempekerjakan lebih dari sepuluh karyawan yang mendapat persentase komisi.
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,commission_pct,,,komisi_pct,
,),,,),
,>,,,>,
,10,,,10,
hr_1,SELECT,What are the department ids for which more than 10 employees had a commission?,jam_1,SELECT,Apa saja ID departemen yang komisinya lebih dari 10 karyawan?
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,commission_pct,,,komisi_pct,
,),,,),
,>,,,>,
,10,,,10,
hr_1,SELECT,Find the ids of the departments where any manager is managing 4 or more employees.,jam_1,SELECT,Temukan id departemen tempat manajer mana pun mengelola 4 karyawan atau lebih.
,DISTINCT,,,DISTINCT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,",",,,",",
,manager_id,,,id_manajer,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,employee_id,,,id_karyawan,
,),,,),
,>,,,>,
,=,,,=,
,4,,,4,
hr_1,SELECT,What are department ids for departments with managers managing more than 3 employees?,jam_1,SELECT,Apa ID departemen untuk departemen yang manajernya mengelola lebih dari 3 karyawan?
,DISTINCT,,,DISTINCT,
,department_id,,,id_department,
,FROM,,,FROM,
,employees,,,karyawan,
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
,",",,,",",
,manager_id,,,id_manajer,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,employee_id,,,id_karyawan,
,),,,),
,>,,,>,
,=,,,=,
,4,,,4,
hr_1,SELECT,display the average salary of employees for each department who gets a commission percentage.,jam_1,SELECT,menampilkan rata-rata gaji karyawan setiap departemen yang mendapat persentase komisi.
,department_id,,,id_department,
,",",,,",",
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,commission_pct,,,komisi_pct,
,!,,,!,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
hr_1,SELECT,What is the average salary of employees who have a commission percentage that is not null?,jam_1,SELECT,Berapa rata-rata gaji pegawai yang mempunyai persentase komisi tidak nol?
,department_id,,,id_department,
,",",,,",",
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,WHERE,,,WHERE,
,commission_pct,,,komisi_pct,
,!,,,!,
,=,,,=,
,``,,,``,
,,,,batal,
,',,,',
,GROUP,,,GROUP,
,BY,,,BY,
,department_id,,,id_department,
hr_1,SELECT,display the country ID and number of cities for each country.,jam_1,SELECT,menampilkan ID negara dan jumlah kota untuk setiap negara.
,country_id,,,id_negara,
,",",,,",",
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,locations,,,lokasi,
,GROUP,,,GROUP,
,BY,,,BY,
,country_id,,,id_negara,
hr_1,SELECT,Give the country id and corresponding count of cities in each country.,jam_1,SELECT,Berikan id negara dan jumlah kota yang sesuai di setiap negara.
,country_id,,,id_negara,
,",",,,",",
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,locations,,,lokasi,
,GROUP,,,GROUP,
,BY,,,BY,
,country_id,,,id_negara,
hr_1,SELECT,display job ID for those jobs that were done by two or more for more than 300 days.,jam_1,SELECT,menampilkan ID pekerjaan untuk pekerjaan yang dilakukan oleh dua orang atau lebih selama lebih dari 300 hari.
,job_id,,,id_pekerjaan,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,WHERE,,,WHERE,
,end_date,,,tanggal_akhir,
,-,,,-,
,start_date,,,tanggal_mulai,
,>,,,>,
,300,,,300,
,GROUP,,,GROUP,
,BY,,,BY,
,job_id,,,id_pekerjaan,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
hr_1,SELECT,What are the job ids for jobs done more than once for a period of more than 300 days?,jam_1,SELECT,Apa ID pekerjaan untuk pekerjaan yang dilakukan lebih dari satu kali dalam jangka waktu lebih dari 300 hari?
,job_id,,,id_pekerjaan,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,WHERE,,,WHERE,
,end_date,,,tanggal_akhir,
,-,,,-,
,start_date,,,tanggal_mulai,
,>,,,>,
,300,,,300,
,GROUP,,,GROUP,
,BY,,,BY,
,job_id,,,id_pekerjaan,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
hr_1,SELECT,display the ID for those employees who did two or more jobs in the past.,jam_1,SELECT,menampilkan ID untuk karyawan yang pernah melakukan dua pekerjaan atau lebih di masa lalu.
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,GROUP,,,GROUP,
,BY,,,BY,
,employee_id,,,id_karyawan,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
hr_1,SELECT,What are the employee ids for employees who have held two or more jobs?,jam_1,SELECT,Apa saja ID karyawan untuk karyawan yang pernah memegang dua pekerjaan atau lebih?
,employee_id,,,id_karyawan,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,GROUP,,,GROUP,
,BY,,,BY,
,employee_id,,,id_karyawan,
,HAVING,,,HAVING,
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
hr_1,SELECT,Find employee with ID and name of the country presently where (s)he is working.,jam_1,SELECT,Temukan karyawan dengan ID dan nama negara tempat dia bekerja saat ini.
,T1.employee_id,,,T1.id_employee,
,",",,,",",
,T4.country_name,,,T4.nama_negara,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,JOIN,,,JOIN,
,locations,,,lokasi,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T2.location_id,,,T2.id_location,
,=,,,=,
,T3.location_id,,,T3.id_location,
,JOIN,,,JOIN,
,countries,,,negara,
,AS,,,AS,
,T4,,,T4,
,ON,,,ON,
,T3.country_id,,,T3.id_negara,
,=,,,=,
,T4.country_id,,,T4.id_negara,
hr_1,SELECT,What are all the employee ids and the names of the countries in which they work?,jam_1,SELECT,Apa saja identitas karyawan dan nama negara tempat mereka bekerja?
,T1.employee_id,,,T1.id_employee,
,",",,,",",
,T4.country_name,,,T4.nama_negara,
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,JOIN,,,JOIN,
,locations,,,lokasi,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T2.location_id,,,T2.id_location,
,=,,,=,
,T3.location_id,,,T3.id_location,
,JOIN,,,JOIN,
,countries,,,negara,
,AS,,,AS,
,T4,,,T4,
,ON,,,ON,
,T3.country_id,,,T3.id_negara,
,=,,,=,
,T4.country_id,,,T4.id_negara,
hr_1,SELECT,display the department name and number of employees in each of the department.,jam_1,SELECT,menampilkan nama departemen dan jumlah karyawan di setiap departemen.
,T2.department_name,,,T2.nama_departemen,
,",",,,",",
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.department_name,,,T2.nama_departemen,
hr_1,SELECT,Give the name of each department and the number of employees in each.,jam_1,SELECT,Berikan nama masing-masing departemen dan jumlah karyawan di masing-masing departemen.
,T2.department_name,,,T2.nama_departemen,
,",",,,",",
,COUNT,,,COUNT,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,departments,,,departemen,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.department_id,,,T1.id_departemen,
,=,,,=,
,T2.department_id,,,T2.id_department,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.department_name,,,T2.nama_departemen,
hr_1,SELECT,Can you return all detailed info of jobs which was done by any of the employees who is presently earning a salary on and above 12000?,jam_1,SELECT,Bisakah Anda mengembalikan semua info rinci tentang pekerjaan yang dilakukan oleh salah satu karyawan yang saat ini mendapat gaji di atas 12.000?
,*,,,*,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,employees,,,karyawan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.employee_id,,,T1.id_employee,
,=,,,=,
,T2.employee_id,,,T2.id_employee,
,WHERE,,,WHERE,
,T2.salary,,,T2.gaji,
,>,,,>,
,=,,,=,
,12000,,,12000,
hr_1,SELECT,What is all the job history info done by employees earning a salary greater than or equal to 12000?,jam_1,SELECT,Apa saja informasi riwayat pekerjaan yang dilakukan oleh karyawan yang memperoleh gaji lebih besar atau sama dengan 12000?
,*,,,*,
,FROM,,,FROM,
,job_history,,,riwayat_pekerjaan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,employees,,,karyawan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.employee_id,,,T1.id_employee,
,=,,,=,
,T2.employee_id,,,T2.id_employee,
,WHERE,,,WHERE,
,T2.salary,,,T2.gaji,
,>,,,>,
,=,,,=,
,12000,,,12000,
hr_1,SELECT,display job title and average salary of employees.,jam_1,SELECT,menampilkan jabatan dan gaji rata-rata karyawan.
,job_title,,,jabatan_judul,
,",",,,",",
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
,employees,,,karyawan,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,jobs,,,pekerjaan,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.job_id,,,T1.id_job,
,=,,,=,
,T2.job_id,,,T2.id_job,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.job_title,,,T2.judul_pekerjaan,
hr_1,SELECT,What is the average salary for each job title?,jam_1,SELECT,Berapa gaji rata-rata untuk setiap jabatan?
,job_title,,,jabatan_judul,
,",",,,",",
,AVG,,,AVG,
,(,,,(,
,salary,,,gaji,
,),,,),
,FROM,,,FROM,
